doc_key,no_error,decision_type,detailed_error_type,mention_ind,entity_ind,entity_len,category,type,antecedent_ind,antecedent_dist,antecedent_dist_ent,antecedent_category,mapped_antecedent_ind,mapped_antecedent_dist,mapped_antecedent_dist_ent,mapped_antecedent_category,mapped_antecedent_type,cluster_pron-pron-comp,cluster_pron-pron-no-comp,cluster_pron-ent,cluster_match,cluster_contain,cluster_other,mapped_cluster_pron-pron-comp,mapped_cluster_pron-pron-no-comp,mapped_cluster_pron-ent,mapped_cluster_match,mapped_cluster_contain,mapped_cluster_other,cluster_size,cluster_errors,mapped_cluster_type,mapped_cluster_size,mapped_cluster_errors,cluster_props,cluster_prons,cluster_noms,mapped_cluster_props,mapped_cluster_prons,mapped_cluster_noms,entity_score,wrong_score,wrong_mean_score,num_wrong_inst,entropy,prob,mention_str,cluster_str,cluster_final_size,mapped_cluster_str,mapped_cluster_final_size,prob_str
158_emma_brat_0,1,c,,314,54,61,PRON,PER,309.0,4.0,3.0,PRON,,,,,,0.0,0.5,0.5,0.0,0.0,0.0,,,,,,,6.0,0.0,,,,0.3333333333333333,0.5,0.16666666666666666,,,,5.224701881408691,,,,0.8582531036456458,0.8789819478988647,you,"a visitor_1
Mr. Knightley_2
He_2
his_1
",9.0,,,0.9
158_emma_brat_0,1,c,,315,54,61,PROP,PER,314.0,0.0,0.0,PRON,,,,,,0.0,0.0,0.5714285714285714,0.2857142857142857,0.0,0.14285714285714285,,,,,,,7.0,0.0,,,,0.2857142857142857,0.5714285714285714,0.14285714285714285,,,,5.930849075317383,,,,0.5859252312672563,0.9218487739562988,Mr. Knightley,"a visitor_1
Mr. Knightley_2
He_2
his_1
you_1
",9.0,,,0.9
158_emma_brat_0,0,c,c_c,316,24,61,PRON,PER,284.0,31.0,16.0,PRON,294.0,21.0,12.0,PRON,PER,0.7777777777777778,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.5714285714285714,0.0,0.0,0.0,18.0,3.0,PER,7.0,1.0,0.0,1.0,0.0,0.14285714285714285,0.42857142857142855,0.42857142857142855,1.5250641107559204,2.1669552326202393,2.166955351829529,1.0,1.8356127073705293,0.48559439182281494,us,"them_3
their_1
us_4
we_5
We_4
our_1
",19.0,"Mr. Woodhouse 's family_1
the family_2
its_1
The Woodhouses_1
them_1
it_1
",7.0,0.5
158_emma_brat_0,1,c,,317,5,61,PRON,PER,313.0,3.0,2.0,PROP,,,,,,0.234375,0.53125,0.234375,0.0,0.0,0.0,,,,,,,64.0,3.0,,,,0.0625,0.765625,0.171875,,,,4.221231460571289,,,,2.2343068049952075,0.607064425945282,I,"a most affectionate , indulgent father_1
his_8
Mr. Woodhouse_4
her father_5
Her father_1
himself_2
he_7
He_2
him_4
His_1
I_12
you_6
papa_4
my_1
My_1
your_2
You_2
me_1
",65.0,,,0.6
158_emma_brat_0,1,c,,318,54,61,PRON,PER,315.0,2.0,2.0,PROP,,,,,,0.125,0.375,0.5,0.0,0.0,0.0,,,,,,,8.0,0.0,,,,0.375,0.5,0.125,,,,5.609267234802246,,,,0.7079494655471862,0.9037854075431824,you,"a visitor_1
Mr. Knightley_3
He_2
his_1
you_1
",9.0,,,0.9
44_the_song_of_the_lark_brat_0,1,o,,0,0,0,NOM,PER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FRIENDS OF CHILDHOOD,,,,,
44_the_song_of_the_lark_brat_0,1,o,,1,1,1,PROP,PER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18194314407484713,0.9555155038833618,Dr. Howard Archie,,,,,1.0
44_the_song_of_the_lark_brat_0,1,o,,2,2,2,NOM,PER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11466272334318493,0.9792103171348572,the Jewish clothier,,,,,1.0
44_the_song_of_the_lark_brat_0,1,o,,3,3,3,NOM,PER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1292193561338464,0.9780020117759705,two traveling men who happened to be staying overnight in Moonstone,,,,,1.0
44_the_song_of_the_lark_brat_0,1,o,,4,4,4,PROP,GPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2846352111977083,0.9450300335884094,Moonstone,,,,,0.9
44_the_song_of_the_lark_brat_0,1,c,,5,1,5,PRON,PER,1.0,3.0,3.0,PROP,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,1.0,0.0,,,,1.0,0.0,0.0,,,,3.903022050857544,,,,0.33753228267684965,0.9363298416137695,His,"Dr. Howard Archie_1
",110.0,,,0.9
44_the_song_of_the_lark_brat_0,1,o,,6,5,5,NOM,FAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.21353352021414418,0.9634962677955627,His offices,,,,,1.0
44_the_song_of_the_lark_brat_0,1,o,,7,6,6,NOM,PER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.47325584726389397,0.9008917212486267,the Duke Block,,,,,0.9
44_the_song_of_the_lark_brat_0,1,o,,8,7,7,NOM,FAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33675704222918357,0.9409546852111816,the drug store,,,,,0.9
44_the_song_of_the_lark_brat_0,1,o,,9,8,8,PROP,PER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.46708929434046875,0.9129669666290283,Larry,,,,,0.9
44_the_song_of_the_lark_brat_0,1,o,,10,9,9,NOM,PER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7228780015652679,0.822891116142273,the doctor 's man,,,,,0.8
44_the_song_of_the_lark_brat_0,1,o,,11,10,10,NOM,FAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7188631896099587,0.8612679839134216,the waiting-room,,,,,0.9
44_the_song_of_the_lark_brat_0,1,o,,12,11,11,NOM,FAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38607128749895764,0.9345508813858032,the study,,,,,0.9
44_the_song_of_the_lark_brat_0,1,c,,13,11,12,NOM,FAC,12.0,0.0,0.0,NOM,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,1.0,0.0,,,,0.0,0.0,1.0,,,,6.242565155029297,,,,0.12206534988368947,0.9838857650756836,the study,"the study_1
",4.0,,,1.0
44_the_song_of_the_lark_brat_0,1,c,,14,1,12,PRON,PER,5.0,8.0,7.0,PRON,,,,,,0.5,0.0,0.5,0.0,0.0,0.0,,,,,,,2.0,0.0,,,,0.5,0.5,0.0,,,,4.320405006408691,,,,0.40767167263324167,0.9331305027008057,he,"Dr. Howard Archie_1
His_1
",110.0,,,0.9
44_the_song_of_the_lark_brat_0,1,c,,15,1,12,NOM,PER,14.0,0.0,0.0,PRON,,,,,,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,,,,,,,3.0,0.0,,,,0.3333333333333333,0.6666666666666666,0.0,,,,5.787381172180176,,,,0.22868924869437032,0.9666699171066284,the doctor,"Dr. Howard Archie_1
His_1
he_1
",110.0,,,1.0
44_the_song_of_the_lark_brat_0,1,c,,16,1,12,PRON,PER,15.0,0.0,0.0,NOM,,,,,,0.5,0.0,0.5,0.0,0.0,0.0,,,,,,,4.0,0.0,,,,0.25,0.5,0.25,,,,5.919507026672363,,,,0.1881146234801022,0.9734665751457214,his,"Dr. Howard Archie_1
His_1
he_1
the doctor_1
",110.0,,,1.0
44_the_song_of_the_lark_brat_0,1,o,,17,12,12,NOM,FAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7468090810009883,0.8050414323806763,his little operating-room,,,,,0.8
44_the_song_of_the_lark_brat_0,1,c,,18,10,13,NOM,FAC,11.0,6.0,3.0,NOM,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,1.0,0.0,,,,0.0,0.0,1.0,,,,4.8421173095703125,,,,0.40510345934790926,0.9237958788871765,The waiting room,"the waiting-room_1
",3.0,,,0.9
44_the_song_of_the_lark_brat_0,1,o,,19,13,13,NOM,FAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.31883310684025923,0.9505115747451782,a country parlor,,,,,1.0
44_the_song_of_the_lark_brat_0,1,c,,20,11,14,NOM,FAC,13.0,6.0,4.0,NOM,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,2.0,0.0,,,,0.0,0.0,1.0,,,,6.729698181152344,,,,0.13153258551121066,0.9828199148178101,The study,"the study_2
",4.0,,,1.0
44_the_song_of_the_lark_brat_0,1,c,,21,11,14,PRON,FAC,20.0,0.0,0.0,NOM,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,3.0,0.0,,,,0.0,0.0,1.0,,,,5.579451084136963,,,,0.29398607137656846,0.9563038945198059,it,"the study_2
The study_1
",4.0,,,1.0
44_the_song_of_the_lark_brat_0,1,c,,22,1,14,NOM,PER,16.0,5.0,4.0,PRON,,,,,,0.0,0.0,0.6,0.2,0.0,0.2,,,,,,,5.0,0.0,,,,0.2,0.6,0.2,,,,6.279300212860107,,,,0.1979445498275762,0.9724490642547607,The doctor,"Dr. Howard Archie_1
His_1
he_1
the doctor_1
his_1
",110.0,,,1.0
44_the_song_of_the_lark_brat_0,1,o,,23,14,14,NOM,PER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3221612867019915,0.9511621594429016,the doctor in New England villages,,,,,1.0
44_the_song_of_the_lark_brat_0,1,o,,24,15,15,PROP,LOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3913771631067229,0.9394146203994751,New England,,,,,0.9
44_the_song_of_the_lark_brat_0,1,o,,25,16,16,NOM,GPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2570258425762335,0.9634923934936523,New England villages,,,,,1.0
44_the_song_of_the_lark_brat_0,1,o,,26,17,17,NOM,PER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3947411276118282,0.9399774670600891,the doctor in small Colorado towns,,,,,0.9
44_the_song_of_the_lark_brat_0,1,o,,27,18,18,NOM,GPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3321827767123262,0.9511150121688843,small Colorado towns,,,,,1.0
44_the_song_of_the_lark_brat_0,1,o,,28,19,19,PROP,GPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26601201901589655,0.9630827903747559,Colorado,,,,,1.0
44_the_song_of_the_lark_brat_0,1,c,,29,1,20,PROP,PER,22.0,6.0,6.0,NOM,,,,,,0.0,0.0,0.5,0.0,0.16666666666666666,0.3333333333333333,,,,,,,6.0,0.0,,,,0.16666666666666666,0.5,0.3333333333333333,,,,5.857972145080566,,,,0.17374223949293696,0.9774743914604187,Dr. Archie,"Dr. Howard Archie_1
His_1
he_1
the doctor_1
his_1
The doctor_1
",110.0,,,1.0
44_the_song_of_the_lark_brat_0,1,c,,30,1,20,PRON,PER,29.0,0.0,0.0,PROP,,,,,,0.42857142857142855,0.0,0.5714285714285714,0.0,0.0,0.0,,,,,,,7.0,0.0,,,,0.2857142857142857,0.42857142857142855,0.2857142857142857,,,,5.73575496673584,,,,0.2730095509651879,0.9621270895004272,He,"Dr. Howard Archie_1
His_1
he_1
the doctor_1
his_1
The doctor_1
Dr. Archie_1
",110.0,,,1.0
44_the_song_of_the_lark_brat_0,1,c,,31,1,20,PRON,PER,30.0,0.0,0.0,PRON,,,,,,0.5,0.0,0.5,0.0,0.0,0.0,,,,,,,8.0,0.0,,,,0.25,0.5,0.25,,,,5.776738166809082,,,,0.22649847629564004,0.9694498777389526,he,"Dr. Howard Archie_1
His_1
he_1
the doctor_1
his_1
The doctor_1
Dr. Archie_1
He_1
",110.0,,,1.0
44_the_song_of_the_lark_brat_0,1,c,,32,1,20,PRON,PER,31.0,0.0,0.0,PRON,,,,,,0.5555555555555556,0.0,0.4444444444444444,0.0,0.0,0.0,,,,,,,9.0,0.0,,,,0.2222222222222222,0.5555555555555556,0.2222222222222222,,,,6.186798095703125,,,,0.19143732773470487,0.974949300289154,He,"Dr. Howard Archie_1
His_1
he_2
the doctor_1
his_1
The doctor_1
Dr. Archie_1
He_1
",110.0,,,1.0
44_the_song_of_the_lark_brat_0,1,o,,33,20,20,NOM,PER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.30461816408326503,0.9564361572265625,a distinguished-looking man,,,,,1.0
44_the_song_of_the_lark_brat_0,1,o,,34,21,21,NOM,LOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5774776094486072,0.9066205024719238,that part of the world,,,,,0.9
44_the_song_of_the_lark_brat_0,1,o,,35,22,22,NOM,LOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6054776597151753,0.9045878052711487,the world,,,,,0.9
44_the_song_of_the_lark_brat_0,1,c,,36,1,23,PRON,PER,32.0,3.0,3.0,PRON,,,,,,0.6,0.0,0.4,0.0,0.0,0.0,,,,,,,10.0,0.0,,,,0.2,0.6,0.2,,,,6.1576385498046875,,,,0.2568563556192788,0.9656268358230591,his,"Dr. Howard Archie_1
His_1
he_2
the doctor_1
his_1
The doctor_1
Dr. Archie_1
He_2
",110.0,,,1.0
44_the_song_of_the_lark_brat_0,1,c,,37,1,23,PRON,PER,36.0,0.0,0.0,PRON,,,,,,0.6363636363636364,0.0,0.36363636363636365,0.0,0.0,0.0,,,,,,,11.0,0.0,,,,0.18181818181818182,0.6363636363636364,0.18181818181818182,,,,6.212859630584717,,,,0.2570974330235891,0.9655970335006714,his,"Dr. Howard Archie_1
His_1
he_2
the doctor_1
his_2
The doctor_1
Dr. Archie_1
He_2
",110.0,,,1.0
44_the_song_of_the_lark_brat_0,1,c,,38,1,23,PRON,PER,37.0,0.0,0.0,PRON,,,,,,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,,,,,,,12.0,0.0,,,,0.16666666666666666,0.6666666666666666,0.16666666666666666,,,,6.643148422241211,,,,0.18822396184164852,0.9759843349456787,His,"Dr. Howard Archie_1
His_1
he_2
the doctor_1
his_3
The doctor_1
Dr. Archie_1
He_2
",110.0,,,1.0
44_the_song_of_the_lark_brat_0,1,c,,39,1,23,PRON,PER,38.0,0.0,0.0,PRON,,,,,,0.6923076923076923,0.0,0.3076923076923077,0.0,0.0,0.0,,,,,,,13.0,0.0,,,,0.15384615384615385,0.6923076923076923,0.15384615384615385,,,,6.524902820587158,,,,0.19248343384797056,0.9753642082214355,his,"Dr. Howard Archie_1
His_2
he_2
the doctor_1
his_3
The doctor_1
Dr. Archie_1
He_2
",110.0,,,1.0
44_the_song_of_the_lark_brat_0,1,c,,40,1,23,PRON,PER,39.0,0.0,0.0,PRON,,,,,,0.7142857142857143,0.0,0.2857142857142857,0.0,0.0,0.0,,,,,,,14.0,0.0,,,,0.14285714285714285,0.7142857142857143,0.14285714285714285,,,,6.379095077514648,,,,0.18777620875310128,0.9760364890098572,He,"Dr. Howard Archie_1
His_2
he_2
the doctor_1
his_4
The doctor_1
Dr. Archie_1
He_2
",110.0,,,1.0
44_the_song_of_the_lark_brat_0,1,c,,41,1,23,PRON,PER,40.0,0.0,0.0,PRON,,,,,,0.7333333333333333,0.0,0.26666666666666666,0.0,0.0,0.0,,,,,,,15.0,0.0,,,,0.13333333333333333,0.7333333333333333,0.13333333333333333,,,,6.108416557312012,,,,0.21712080384755328,0.9716577529907227,him,"Dr. Howard Archie_1
His_2
he_2
the doctor_1
his_4
The doctor_1
Dr. Archie_1
He_3
",110.0,,,1.0
44_the_song_of_the_lark_brat_0,1,o,,42,23,23,PROP,PER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3274220672866637,0.9541714787483215,Napoleon III,,,,,1.0
44_the_song_of_the_lark_brat_0,1,c,,43,1,24,PRON,PER,41.0,1.0,1.0,PRON,,,,,,0.75,0.0,0.25,0.0,0.0,0.0,,,,,,,16.0,0.0,,,,0.125,0.75,0.125,,,,6.758626937866211,,,,0.17122394447627548,0.9785786271095276,His,"Dr. Howard Archie_1
His_2
he_2
the doctor_1
his_4
The doctor_1
Dr. Archie_1
He_3
him_1
",110.0,,,1.0
44_the_song_of_the_lark_brat_0,1,c,,44,1,24,PRON,PER,43.0,0.0,0.0,PRON,,,,,,0.7647058823529411,0.0,0.23529411764705882,0.0,0.0,0.0,,,,,,,17.0,0.0,,,,0.11764705882352941,0.7647058823529411,0.11764705882352941,,,,6.514926910400391,,,,0.17972586508865887,0.977350115776062,He,"Dr. Howard Archie_1
His_3
he_2
the doctor_1
his_4
The doctor_1
Dr. Archie_1
He_3
him_1
",110.0,,,1.0
44_the_song_of_the_lark_brat_0,0,c,c_o,45,3,24,NOM,PER,3.0,41.0,21.0,NOM,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,1.0,0.0,,,,0.0,0.0,1.0,,,,-2.867948293685913,0.0,0.0,1.0,0.6496040118273918,0.8824630379676819,the traveling men,"two traveling men who happened to be staying overnight in Moonstone_1
",2.0,,,0.9
44_the_song_of_the_lark_brat_0,1,o,,46,24,24,NOM,PER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4608661253403272,0.9305479526519775,a Denver tailor,,,,,0.9
44_the_song_of_the_lark_brat_0,1,o,,47,25,25,PROP,GPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3509752552550816,0.7038998603820801,Denver,,,,,0.7
44_the_song_of_the_lark_brat_0,1,c,,48,1,26,NOM,PER,44.0,3.0,3.0,PRON,,,,,,0.0,0.0,0.7777777777777778,0.1111111111111111,0.0,0.1111111111111111,,,,,,,18.0,0.0,,,,0.1111111111111111,0.7777777777777778,0.1111111111111111,,,,5.826672554016113,,,,0.2327081705730541,0.9697688221931458,The doctor,"Dr. Howard Archie_1
His_3
he_2
the doctor_1
his_4
The doctor_1
Dr. Archie_1
He_4
him_1
",110.0,,,1.0
44_the_song_of_the_lark_brat_0,1,c,,49,1,26,PROP,PER,48.0,0.0,0.0,NOM,,,,,,0.0,0.0,0.7368421052631579,0.05263157894736842,0.05263157894736842,0.15789473684210525,,,,,,,19.0,0.0,,,,0.10526315789473684,0.7368421052631579,0.15789473684210525,,,,6.16342306137085,,,,0.24379847670452642,0.968235433101654,Dr. Archie,"Dr. Howard Archie_1
His_3
he_2
the doctor_1
his_4
The doctor_2
Dr. Archie_1
He_4
him_1
",110.0,,,1.0
44_the_song_of_the_lark_brat_0,1,c,,50,1,26,PRON,PER,49.0,0.0,0.0,PROP,,,,,,0.7,0.0,0.3,0.0,0.0,0.0,,,,,,,20.0,0.0,,,,0.15,0.7,0.15,,,,6.344205856323242,,,,0.20784746460766432,0.9735283851623535,his,"Dr. Howard Archie_1
His_3
he_2
the doctor_1
his_4
The doctor_2
Dr. Archie_2
He_4
him_1
",110.0,,,1.0
44_the_song_of_the_lark_brat_0,1,c,,51,1,26,PRON,PER,50.0,0.0,0.0,PRON,,,,,,0.7142857142857143,0.0,0.2857142857142857,0.0,0.0,0.0,,,,,,,21.0,0.0,,,,0.14285714285714285,0.7142857142857143,0.14285714285714285,,,,6.437424659729004,,,,0.18826036097193274,0.9763762950897217,He,"Dr. Howard Archie_1
His_3
he_2
the doctor_1
his_5
The doctor_2
Dr. Archie_2
He_4
him_1
",110.0,,,1.0
44_the_song_of_the_lark_brat_0,1,c,,52,1,26,PRON,PER,51.0,0.0,0.0,PRON,,,,,,0.7272727272727273,0.0,0.2727272727272727,0.0,0.0,0.0,,,,,,,22.0,0.0,,,,0.13636363636363635,0.7272727272727273,0.13636363636363635,,,,6.368119239807129,,,,0.2310557516803408,0.9701281785964966,his,"Dr. Howard Archie_1
His_3
he_2
the doctor_1
his_5
The doctor_2
Dr. Archie_2
He_5
him_1
",110.0,,,1.0
44_the_song_of_the_lark_brat_0,1,c,,53,1,26,PRON,PER,52.0,0.0,0.0,PRON,,,,,,0.7391304347826086,0.0,0.2608695652173913,0.0,0.0,0.0,,,,,,,23.0,0.0,,,,0.13043478260869565,0.7391304347826086,0.13043478260869565,,,,5.829675674438477,,,,0.2598187163773345,0.965724766254425,his,"Dr. Howard Archie_1
His_3
he_2
the doctor_1
his_6
The doctor_2
Dr. Archie_2
He_5
him_1
",110.0,,,1.0
44_the_song_of_the_lark_brat_0,1,c,,54,1,26,PRON,PER,53.0,0.0,0.0,PRON,,,,,,0.75,0.0,0.25,0.0,0.0,0.0,,,,,,,24.0,0.0,,,,0.125,0.75,0.125,,,,6.21132230758667,,,,0.20971546692906046,0.9732450246810913,him,"Dr. Howard Archie_1
His_3
he_2
the doctor_1
his_7
The doctor_2
Dr. Archie_2
He_5
him_1
",110.0,,,1.0
44_the_song_of_the_lark_brat_0,1,c,,55,1,26,PRON,PER,54.0,0.0,0.0,PRON,,,,,,0.76,0.0,0.24,0.0,0.0,0.0,,,,,,,25.0,0.0,,,,0.12,0.76,0.12,,,,6.2635698318481445,,,,0.23014016402155607,0.9702686667442322,he,"Dr. Howard Archie_1
His_3
he_2
the doctor_1
his_7
The doctor_2
Dr. Archie_2
He_5
him_2
",110.0,,,1.0
44_the_song_of_the_lark_brat_0,1,c,,56,1,26,PRON,PER,55.0,0.0,0.0,PRON,,,,,,0.7692307692307693,0.0,0.23076923076923078,0.0,0.0,0.0,,,,,,,26.0,0.0,,,,0.11538461538461539,0.7692307692307693,0.11538461538461539,,,,6.452900409698486,,,,0.2048018152008868,0.9739951491355896,He,"Dr. Howard Archie_1
His_3
he_3
the doctor_1
his_7
The doctor_2
Dr. Archie_2
He_5
him_2
",110.0,,,1.0
44_the_song_of_the_lark_brat_0,1,c,,57,1,26,PRON,PER,56.0,0.0,0.0,PRON,,,,,,0.7777777777777778,0.0,0.2222222222222222,0.0,0.0,0.0,,,,,,,27.0,0.0,,,,0.1111111111111111,0.7777777777777778,0.1111111111111111,,,,6.294322967529297,,,,0.23567677383015448,0.9694545865058899,his,"Dr. Howard Archie_1
His_3
he_3
the doctor_1
his_7
The doctor_2
Dr. Archie_2
He_6
him_2
",110.0,,,1.0
44_the_song_of_the_lark_brat_0,1,c,,58,1,26,PRON,PER,57.0,0.0,0.0,PRON,,,,,,0.7857142857142857,0.0,0.21428571428571427,0.0,0.0,0.0,,,,,,,28.0,0.0,,,,0.10714285714285714,0.7857142857142857,0.10714285714285714,,,,6.259195804595947,,,,0.25553164802829814,0.9664590954780579,his,"Dr. Howard Archie_1
His_3
he_3
the doctor_1
his_8
The doctor_2
Dr. Archie_2
He_6
him_2
",110.0,,,1.0
44_the_song_of_the_lark_brat_0,1,c,,59,1,26,PRON,PER,58.0,0.0,0.0,PRON,,,,,,0.7931034482758621,0.0,0.20689655172413793,0.0,0.0,0.0,,,,,,,29.0,0.0,,,,0.10344827586206896,0.7931034482758621,0.10344827586206896,,,,6.490852355957031,,,,0.2188339760132323,0.9719431400299072,his,"Dr. Howard Archie_1
His_3
he_3
the doctor_1
his_9
The doctor_2
Dr. Archie_2
He_6
him_2
",110.0,,,1.0
44_the_song_of_the_lark_brat_0,1,c,,60,1,26,PRON,PER,59.0,0.0,0.0,PRON,,,,,,0.8,0.0,0.2,0.0,0.0,0.0,,,,,,,30.0,0.0,,,,0.1,0.8,0.1,,,,6.561940670013428,,,,0.19703534552379076,0.9751226902008057,his,"Dr. Howard Archie_1
His_3
he_3
the doctor_1
his_10
The doctor_2
Dr. Archie_2
He_6
him_2
",110.0,,,1.0
44_the_song_of_the_lark_brat_0,0,o,o_c,61,26,26,NOM,FAC,,,,,18.0,42.0,16.0,NOM,FAC,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,,,FAC,2.0,0.0,,,,0.0,0.0,1.0,,0.20431990921497345,0.20431990921497345,1.0,1.3774578599422231,0.47915124893188477,the hall,,,"the waiting-room_1
The waiting room_1
",3.0,0.5
44_the_song_of_the_lark_brat_0,1,c,,62,1,27,PRON,PER,60.0,1.0,1.0,PRON,,,,,,0.8064516129032258,0.0,0.1935483870967742,0.0,0.0,0.0,,,,,,,31.0,0.0,,,,0.0967741935483871,0.8064516129032258,0.0967741935483871,,,,6.3109941482543945,,,,0.2002422539872391,0.9747784733772278,his,"Dr. Howard Archie_1
His_3
he_3
the doctor_1
his_11
The doctor_2
Dr. Archie_2
He_6
him_2
",110.0,,,1.0
44_the_song_of_the_lark_brat_0,1,c,,63,1,27,NOM,PER,62.0,0.0,0.0,PRON,,,,,,0.0,0.0,0.8125,0.09375,0.0,0.09375,,,,,,,32.0,0.0,,,,0.09375,0.8125,0.09375,,,,6.808969497680664,,,,0.1840117892618064,0.9771292805671692,the doctor,"Dr. Howard Archie_1
His_3
he_3
the doctor_1
his_12
The doctor_2
Dr. Archie_2
He_6
him_2
",110.0,,,1.0
44_the_song_of_the_lark_brat_0,1,c,,64,26,27,NOM,FAC,61.0,2.0,1.0,NOM,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,1.0,1.0,,,,0.0,0.0,1.0,,,,3.252490282058716,,,,0.8833051897782281,0.7698414921760559,"the empty , echoing hall","the hall_1
",3.0,,,0.8
44_the_song_of_the_lark_brat_0,1,c,,65,1,27,NOM,PER,63.0,1.0,1.0,NOM,,,,,,0.0,0.0,0.7878787878787878,0.12121212121212122,0.0,0.09090909090909091,,,,,,,33.0,0.0,,,,0.09090909090909091,0.7878787878787878,0.12121212121212122,,,,6.907103061676025,,,,0.20893353938877834,0.9735225439071655,the doctor,"Dr. Howard Archie_1
His_3
he_3
the doctor_2
his_12
The doctor_2
Dr. Archie_2
He_6
him_2
",110.0,,,1.0
44_the_song_of_the_lark_brat_0,1,c,,66,10,27,NOM,FAC,18.0,47.0,17.0,NOM,,,,,,0.0,0.0,0.0,0.5,0.0,0.5,,,,,,,2.0,0.0,,,,0.0,0.0,1.0,,,,3.40263032913208,,,,0.6558906028573847,0.8049318790435791,the waiting-room,"the waiting-room_1
The waiting room_1
",3.0,,,0.8
44_the_song_of_the_lark_brat_0,1,o,,67,27,27,NOM,PER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.705106274325395,0.5446378588676453,a man,,,,,0.5
44_the_song_of_the_lark_brat_0,0,o,o_c,68,28,28,NOM,FAC,,,,,17.0,50.0,19.0,NOM,FAC,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,,,FAC,1.0,0.0,,,,0.0,0.0,1.0,,1.7659201622009277,1.144073486328125,2.0,1.3191908159083794,0.6145234107971191,the consulting-room,,,"his little operating-room_1
",2.0,0.6
44_the_song_of_the_lark_brat_0,0,c,c_c,69,27,29,PROP,PER,67.0,1.0,1.0,NOM,65.0,3.0,3.0,NOM,PER,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7647058823529411,0.0,0.0,0.23529411764705882,1.0,0.0,PER,34.0,0.0,0.0,0.0,1.0,0.08823529411764706,0.7647058823529411,0.14705882352941177,-1.0934698581695557,0.3747255802154541,-0.4886033535003662,5.0,3.1877676425428696,0.15410298109054565,Mr. Kronborg,"a man_1
",46.0,"Dr. Howard Archie_1
His_3
he_3
the doctor_3
his_12
The doctor_2
Dr. Archie_2
He_6
him_2
",110.0,0.2
44_the_song_of_the_lark_brat_0,1,c,,70,1,29,NOM,PER,65.0,4.0,3.0,NOM,,,,,,0.0,0.0,0.7647058823529411,0.14705882352941177,0.0,0.08823529411764706,,,,,,,34.0,0.0,,,,0.08823529411764706,0.7647058823529411,0.14705882352941177,,,,6.729634761810303,,,,0.23244671992337845,0.9700949788093567,the doctor,"Dr. Howard Archie_1
His_3
he_3
the doctor_3
his_12
The doctor_2
Dr. Archie_2
He_6
him_2
",110.0,,,1.0
