doc_key,no_error,decision_type,detailed_error_type,mention_ind,entity_ind,entity_len,category,type,antecedent_ind,antecedent_dist,antecedent_dist_ent,antecedent_category,mapped_antecedent_ind,mapped_antecedent_dist,mapped_antecedent_dist_ent,mapped_antecedent_category,mapped_antecedent_type,cluster_pron-pron-comp,cluster_pron-pron-no-comp,cluster_pron-ent,cluster_match,cluster_contain,cluster_other,mapped_cluster_pron-pron-comp,mapped_cluster_pron-pron-no-comp,mapped_cluster_pron-ent,mapped_cluster_match,mapped_cluster_contain,mapped_cluster_other,cluster_size,cluster_errors,mapped_cluster_type,mapped_cluster_size,mapped_cluster_errors,cluster_props,cluster_prons,cluster_noms,mapped_cluster_props,mapped_cluster_prons,mapped_cluster_noms,entity_score,wrong_score,wrong_mean_score,num_wrong_inst,entropy,prob,mention_str,cluster_str,cluster_final_size,mapped_cluster_str,mapped_cluster_final_size,prob_str
158_emma_brat_0,1,c,,269,5,52,PRON,PER,267.0,1.0,1.0,PRON,,,,,,0.23728813559322035,0.559322033898305,0.2033898305084746,0.0,0.0,0.0,,,,,,,59.0,0.0,,,,0.03389830508474576,0.7966101694915254,0.1694915254237288,,,,5.886386394500732,,,,1.0208676023940637,0.8132358193397522,I,"a most affectionate , indulgent father_1
his_8
Mr. Woodhouse_2
her father_4
Her father_1
himself_2
he_7
He_2
him_3
His_1
I_11
you_6
papa_4
my_1
My_1
your_2
You_2
me_1
",65.0,,,0.8
158_emma_brat_0,1,c,,270,47,52,PRON,PER,268.0,1.0,1.0,PRON,,,,,,0.75,0.0,0.25,0.0,0.0,0.0,,,,,,,12.0,1.0,,,,0.16666666666666666,0.75,0.08333333333333333,,,,5.487663745880127,,,,1.1668472555756366,0.7830241918563843,she,"his daughter_1
Hannah_2
her_5
she_4
",14.0,,,0.8
158_emma_brat_0,1,o,,271,52,52,NOM,PER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7973770148018106,0.8840823173522949,an excellent servant,,,,,0.9
158_emma_brat_0,0,c,c_c,272,8,53,PROP,PER,195.0,76.0,17.0,PRON,270.0,1.0,1.0,PRON,PER,0.0,0.0,0.5,0.35294117647058826,0.0,0.14705882352941177,0.0,0.0,0.7692307692307693,0.0,0.0,0.23076923076923078,34.0,2.0,PER,13.0,1.0,0.3235294117647059,0.5,0.17647058823529413,0.15384615384615385,0.7692307692307693,0.07692307692307693,3.7436816692352295,3.882209539413452,3.882209539413452,1.0,1.9519094785487374,0.3606503903865814,Miss Taylor,"an excellent woman as governess_1
Miss Taylor_11
her_9
this beloved friend_1
her friend_2
she_6
She_1
a Mrs. Weston_1
a Miss Taylor_1
herself_1
",39.0,"his daughter_1
Hannah_2
her_5
she_5
",14.0,0.4
158_emma_brat_0,1,o,,273,53,53,NOM,PER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7489892735588428,0.8931869268417358,somebody,,,,,0.9
158_emma_brat_0,1,c,,274,8,54,PRON,PER,272.0,1.0,1.0,PROP,,,,,,0.4857142857142857,0.0,0.5142857142857142,0.0,0.0,0.0,,,,,,,35.0,3.0,,,,0.34285714285714286,0.4857142857142857,0.17142857142857143,,,,4.920324325561523,,,,1.5014262903606996,0.6094228625297546,her,"an excellent woman as governess_1
Miss Taylor_12
her_9
this beloved friend_1
her friend_2
she_6
She_1
a Mrs. Weston_1
a Miss Taylor_1
herself_1
",39.0,,,0.6
158_emma_brat_0,1,c,,275,8,54,PRON,PER,274.0,0.0,0.0,PRON,,,,,,0.5,0.0,0.5,0.0,0.0,0.0,,,,,,,36.0,3.0,,,,0.3333333333333333,0.5,0.16666666666666666,,,,3.9415650367736816,,,,2.059670169454873,0.5026582479476929,she,"an excellent woman as governess_1
Miss Taylor_12
her_10
this beloved friend_1
her friend_2
she_6
She_1
a Mrs. Weston_1
a Miss Taylor_1
herself_1
",39.0,,,0.5
158_emma_brat_0,1,c,,276,45,54,PROP,PER,251.0,24.0,9.0,PRON,,,,,,0.0,0.0,0.5,0.5,0.0,0.0,,,,,,,8.0,0.0,,,,0.5,0.5,0.0,,,,5.458930015563965,,,,1.0975471793949112,0.8016468286514282,James,"James_4
he_2
his_1
himself_1
",11.0,,,0.8
158_emma_brat_0,1,c,,277,45,54,PRON,PER,276.0,0.0,0.0,PROP,,,,,,0.4444444444444444,0.0,0.5555555555555556,0.0,0.0,0.0,,,,,,,9.0,0.0,,,,0.5555555555555556,0.4444444444444444,0.0,,,,5.614346504211426,,,,1.0572038340522247,0.836846113204956,his,"James_5
he_2
his_1
himself_1
",11.0,,,0.8
158_emma_brat_0,1,c,,278,47,54,NOM,PER,270.0,7.0,4.0,PRON,,,,,,0.0,0.0,0.7692307692307693,0.07692307692307693,0.0,0.15384615384615385,,,,,,,13.0,1.0,,,,0.15384615384615385,0.7692307692307693,0.07692307692307693,,,,5.9496355056762695,,,,1.352910395650783,0.45506829023361206,his daughter,"his daughter_1
Hannah_2
her_5
she_5
",14.0,,,0.5
158_emma_brat_0,1,c,,279,0,54,PRON,PER,264.0,14.0,7.0,PRON,,,,,,0.03508771929824561,0.8245614035087719,0.14035087719298245,0.0,0.0,0.0,,,,,,,57.0,1.0,,,,0.12280701754385964,0.8596491228070176,0.017543859649122806,,,,6.366055488586426,,,,0.5648553645379017,0.9220673441886902,you,"Emma Woodhouse , handsome , clever , and rich , with a comfortable home and happy disposition_1
her_24
She_4
Her_3
Emma_7
she_8
herself_3
hers_1
I_3
my_1
you_2
",61.0,,,0.9
158_emma_brat_0,0,c,c_c,280,8,54,PRON,PER,275.0,4.0,3.0,PRON,278.0,1.0,1.0,NOM,PER,0.5135135135135135,0.0,0.4864864864864865,0.0,0.0,0.0,0.7142857142857143,0.0,0.2857142857142857,0.0,0.0,0.0,37.0,3.0,PER,14.0,1.0,0.32432432432432434,0.5135135135135135,0.16216216216216217,0.14285714285714285,0.7142857142857143,0.14285714285714285,3.9765164852142334,5.342714309692383,5.342714548110962,1.0,1.227698181876645,0.7039145231246948,she,"an excellent woman as governess_1
Miss Taylor_12
her_10
this beloved friend_1
her friend_2
she_7
She_1
a Mrs. Weston_1
a Miss Taylor_1
herself_1
",39.0,"his daughter_2
Hannah_2
her_5
she_5
",14.0,0.7
158_emma_brat_0,1,c,,281,24,54,PRON,PER,235.0,45.0,11.0,PRON,,,,,,0.75,0.25,0.0,0.0,0.0,0.0,,,,,,,16.0,4.0,,,,0.0,1.0,0.0,,,,3.2195894718170166,,,,1.4256293357163115,0.7622236609458923,us,"them_3
their_1
us_3
we_4
We_4
our_1
",19.0,,,0.8
158_emma_brat_0,1,c,,282,45,54,PRON,PER,277.0,4.0,4.0,PRON,,,,,,0.5,0.0,0.5,0.0,0.0,0.0,,,,,,,10.0,0.0,,,,0.5,0.5,0.0,,,,5.521695137023926,,,,1.0627547401595765,0.8359763622283936,He,"James_5
he_2
his_2
himself_1
",11.0,,,0.8
158_emma_brat_0,0,c,c_c,283,8,54,PRON,PER,280.0,2.0,2.0,PRON,278.0,4.0,4.0,NOM,PER,0.5263157894736842,0.0,0.47368421052631576,0.0,0.0,0.0,0.7142857142857143,0.0,0.2857142857142857,0.0,0.0,0.0,38.0,4.0,PER,14.0,1.0,0.3157894736842105,0.5263157894736842,0.15789473684210525,0.14285714285714285,0.7142857142857143,0.14285714285714285,5.125934600830078,5.363409519195557,5.363409042358398,1.0,1.3433550073253024,0.4978106915950775,her,"an excellent woman as governess_1
Miss Taylor_12
her_10
this beloved friend_1
her friend_2
she_8
She_1
a Mrs. Weston_1
a Miss Taylor_1
herself_1
",39.0,"his daughter_2
Hannah_2
her_5
she_5
",14.0,0.5
158_emma_brat_0,1,c,,284,24,54,PRON,PER,281.0,2.0,2.0,PRON,,,,,,0.7647058823529411,0.23529411764705882,0.0,0.0,0.0,0.0,,,,,,,17.0,4.0,,,,0.0,1.0,0.0,,,,3.7521283626556396,,,,1.5389525301920435,0.749968409538269,we,"them_3
their_1
us_4
we_4
We_4
our_1
",19.0,,,0.7
158_emma_brat_0,1,c,,285,0,54,PROP,PER,279.0,5.0,3.0,PRON,,,,,,0.0,0.0,0.8620689655172413,0.1206896551724138,0.017241379310344827,0.0,,,,,,,58.0,1.0,,,,0.1206896551724138,0.8620689655172413,0.017241379310344827,,,,5.149459362030029,,,,0.9951802439813049,0.8516327142715454,Emma,"Emma Woodhouse , handsome , clever , and rich , with a comfortable home and happy disposition_1
her_24
She_4
Her_3
Emma_7
she_8
herself_3
hers_1
I_3
my_1
you_3
",61.0,,,0.9
158_emma_brat_0,1,c,,286,0,54,PRON,PER,285.0,0.0,0.0,PROP,,,,,,0.7288135593220338,0.11864406779661017,0.15254237288135594,0.0,0.0,0.0,,,,,,,59.0,1.0,,,,0.13559322033898305,0.847457627118644,0.01694915254237288,,,,5.368389129638672,,,,0.9771414752879469,0.8561139702796936,her,"Emma Woodhouse , handsome , clever , and rich , with a comfortable home and happy disposition_1
her_24
She_4
Her_3
Emma_8
she_8
herself_3
hers_1
I_3
my_1
you_3
",61.0,,,0.9
158_emma_brat_0,1,c,,287,5,54,NOM,PER,269.0,17.0,7.0,PRON,,,,,,0.0,0.0,0.8,0.08333333333333333,0.0,0.11666666666666667,,,,,,,60.0,0.0,,,,0.03333333333333333,0.8,0.16666666666666666,,,,4.7333197593688965,,,,1.1417112843611774,0.826632022857666,her father,"a most affectionate , indulgent father_1
his_8
Mr. Woodhouse_2
her father_4
Her father_1
himself_2
he_7
He_2
him_3
His_1
I_12
you_6
papa_4
my_1
My_1
your_2
You_2
me_1
",65.0,,,0.8
158_emma_brat_0,1,c,,288,0,54,PRON,PER,286.0,1.0,1.0,PRON,,,,,,0.7333333333333333,0.11666666666666667,0.15,0.0,0.0,0.0,,,,,,,60.0,1.0,,,,0.13333333333333333,0.85,0.016666666666666666,,,,5.2170820236206055,,,,1.068759251039774,0.8395875692367554,her,"Emma Woodhouse , handsome , clever , and rich , with a comfortable home and happy disposition_1
her_25
She_4
Her_3
Emma_8
she_8
herself_3
hers_1
I_3
my_1
you_3
",61.0,,,0.8
158_emma_brat_0,1,o,,289,54,54,NOM,PER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0157139112581262,0.8449716567993164,a visitor,,,,,0.8
158_emma_brat_0,1,c,,290,54,55,PROP,PER,289.0,0.0,0.0,NOM,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,1.0,0.0,,,,0.0,0.0,1.0,,,,2.4650113582611084,,,,0.8246194712180522,0.8458007574081421,Mr. Knightley,"a visitor_1
",9.0,,,0.8
158_emma_brat_0,1,o,,291,55,55,NOM,PER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6636775397765977,0.9084634780883789,a sensible man about seven or eight-and-thirty,,,,,0.9
158_emma_brat_0,1,o,,292,56,56,NOM,PER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6617618166441837,0.9094583988189697,a very old and intimate friend of the family,,,,,0.9
158_emma_brat_0,1,c,,293,10,57,NOM,PER,134.0,158.0,30.0,PRON,,,,,,0.0,0.0,0.4,0.2,0.2,0.2,,,,,,,5.0,1.0,,,,0.2,0.4,0.4,,,,3.208833932876587,,,,1.213700359213498,0.7135599255561829,the family,"Mr. Woodhouse 's family_1
the family_1
its_1
The Woodhouses_1
them_1
",7.0,,,0.7
158_emma_brat_0,1,c,,294,10,57,PRON,PER,293.0,0.0,0.0,NOM,,,,,,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.0,0.0,0.0,,,,,,,6.0,1.0,,,,0.16666666666666666,0.3333333333333333,0.5,,,,4.780619144439697,,,,1.6979729852820358,0.7079659104347229,it,"Mr. Woodhouse 's family_1
the family_2
its_1
The Woodhouses_1
them_1
",7.0,,,0.7
158_emma_brat_0,1,o,,295,57,57,NOM,PER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9162452035504944,0.6398041844367981,the elder brother of Isabella 's husband,,,,,0.6
158_emma_brat_0,1,c,,296,22,58,PROP,PER,153.0,142.0,27.0,PRON,,,,,,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,,,,,,,6.0,2.0,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,3.546592950820923,,,,1.0021964630723954,0.7951655983924866,Isabella,"Isabella_2
Her sister_1
her_2
his own daughter_1
",9.0,,,0.8
158_emma_brat_0,0,c,c_o,297,20,58,NOM,PER,224.0,72.0,20.0,PROP,,,,,,0.0,0.0,0.16666666666666666,0.0,0.0,0.8333333333333334,,,,,,,6.0,0.0,,,,0.8333333333333334,0.16666666666666666,0.0,,,,-5.55963659286499,0.0,-4.8241658210754395,21.0,1.310230514110875,0.7957620024681091,Isabella 's husband,"Mr. Weston_5
he_1
",7.0,,,0.8
158_emma_brat_0,1,c,,298,54,58,PRON,PER,290.0,7.0,6.0,PROP,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,2.0,0.0,,,,0.5,0.0,0.5,,,,5.119832992553711,,,,1.2042511845995825,0.8093765377998352,He,"a visitor_1
Mr. Knightley_1
",9.0,,,0.8
158_emma_brat_0,1,c,,299,32,58,PROP,GPE,136.0,162.0,31.0,NOM,,,,,,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,,,,,,,3.0,2.0,,,,0.3333333333333333,0.0,0.6666666666666666,,,,2.8524227142333984,,,,0.374070608624934,0.9279606938362122,Highbury,"Highbury_1
there_1
the place_1
",4.0,,,0.9
158_emma_brat_0,1,o,,300,58,58,NOM,PER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8141038534305074,0.8850021362304688,a frequent visitor,,,,,0.9
158_emma_brat_0,1,o,,301,59,59,PRON,PER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.843230454233605,0.8790814280509949,their,,,,,0.9
158_emma_brat_0,1,c,,302,28,60,PROP,GPE,116.0,185.0,39.0,PROP,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,1.0,0.0,,,,1.0,0.0,0.0,,,,3.3930037021636963,,,,0.23076195189012805,0.9586526155471802,London,"London_1
",2.0,,,1.0
158_emma_brat_0,1,c,,303,54,60,PRON,PER,298.0,4.0,4.0,PRON,,,,,,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,,,,,,,3.0,0.0,,,,0.3333333333333333,0.3333333333333333,0.3333333333333333,,,,4.936976909637451,,,,1.2531722580361755,0.8089333176612854,He,"a visitor_1
Mr. Knightley_1
He_1
",9.0,,,0.8
158_emma_brat_0,0,c,c_o,304,1,60,PROP,FAC,266.0,37.0,19.0,NOM,,,,,,0.0,0.0,0.1111111111111111,0.3333333333333333,0.0,0.5555555555555556,,,,,,,9.0,2.0,,,,0.3333333333333333,0.1111111111111111,0.5555555555555556,,,,-1.907371163368225,0.0,0.0,1.0,2.831777134659378,0.4402809739112854,Hartfield,"a comfortable home_1
his house_1
the house_2
Hartfield_3
its_1
here_1
",10.0,,,0.4
158_emma_brat_0,1,o,,305,60,60,PROP,FAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.366566936644111,0.5836802124977112,Brunswick Square,,,,,0.6
158_emma_brat_0,1,c,,306,5,61,PROP,PER,287.0,18.0,14.0,NOM,,,,,,0.0,0.0,0.7868852459016393,0.03278688524590164,0.0,0.18032786885245902,,,,,,,61.0,0.0,,,,0.03278688524590164,0.7868852459016393,0.18032786885245902,,,,5.2407941818237305,,,,0.8362099397669145,0.8804963827133179,Mr. Woodhouse,"a most affectionate , indulgent father_1
his_8
Mr. Woodhouse_2
her father_5
Her father_1
himself_2
he_7
He_2
him_3
His_1
I_12
you_6
papa_4
my_1
My_1
your_2
You_2
me_1
",65.0,,,0.9
158_emma_brat_0,1,c,,307,54,61,PROP,PER,303.0,3.0,3.0,PRON,,,,,,0.0,0.0,0.5,0.25,0.0,0.25,,,,,,,4.0,0.0,,,,0.25,0.5,0.25,,,,5.614291191101074,,,,1.30855523441426,0.7995917201042175,Mr. Knightley,"a visitor_1
Mr. Knightley_1
He_2
",9.0,,,0.8
158_emma_brat_0,0,c,c_c,308,5,61,PRON,PER,306.0,1.0,1.0,PROP,307.0,0.0,0.0,PROP,PER,0.3709677419354839,0.4032258064516129,0.22580645161290322,0.0,0.0,0.0,0.4,0.0,0.6,0.0,0.0,0.0,62.0,0.0,PER,5.0,0.0,0.04838709677419355,0.7741935483870968,0.1774193548387097,0.4,0.4,0.2,1.587726354598999,5.077752113342285,5.077752351760864,1.0,1.5724452063536498,0.7476052641868591,him,"a most affectionate , indulgent father_1
his_8
Mr. Woodhouse_3
her father_5
Her father_1
himself_2
he_7
He_2
him_3
His_1
I_12
you_6
papa_4
my_1
My_1
your_2
You_2
me_1
",65.0,"a visitor_1
Mr. Knightley_2
He_2
",9.0,0.7
158_emma_brat_0,1,c,,309,54,61,PRON,PER,307.0,1.0,1.0,PROP,,,,,,0.4,0.0,0.6,0.0,0.0,0.0,,,,,,,5.0,0.0,,,,0.4,0.4,0.2,,,,5.188089847564697,,,,1.5845222471601557,0.6536481380462646,his,"a visitor_1
Mr. Knightley_2
He_2
",9.0,,,0.7
158_emma_brat_0,1,c,,310,22,61,PROP,PER,296.0,13.0,9.0,PROP,,,,,,0.0,0.0,0.2857142857142857,0.0,0.42857142857142855,0.2857142857142857,,,,,,,7.0,2.0,,,,0.42857142857142855,0.2857142857142857,0.2857142857142857,,,,3.606902599334717,,,,1.3447863964906084,0.6984440684318542,poor Isabella,"Isabella_3
Her sister_1
her_2
his own daughter_1
",9.0,,,0.7
158_emma_brat_0,1,c,,311,22,61,PRON,PER,310.0,0.0,0.0,PROP,,,,,,0.25,0.0,0.75,0.0,0.0,0.0,,,,,,,8.0,2.0,,,,0.5,0.25,0.25,,,,5.811968803405762,,,,0.8395495635010185,0.8704413771629333,her,"Isabella_3
Her sister_1
her_2
his own daughter_1
poor Isabella_1
",9.0,,,0.9
158_emma_brat_0,1,c,,312,31,61,NOM,PER,123.0,188.0,38.0,NOM,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,1.0,0.0,,,,0.0,0.0,1.0,,,,0.2530744671821594,,,,1.5310069855458721,0.471101850271225,her children,"their little children_1
",2.0,,,0.5
158_emma_brat_0,1,c,,313,5,61,PROP,PER,308.0,4.0,3.0,PRON,,,,,,0.0,0.0,0.7777777777777778,0.047619047619047616,0.0,0.1746031746031746,,,,,,,63.0,1.0,,,,0.047619047619047616,0.7777777777777778,0.1746031746031746,,,,4.817342281341553,,,,1.5527594796466109,0.7524046301841736,Mr. Woodhouse,"a most affectionate , indulgent father_1
his_8
Mr. Woodhouse_3
her father_5
Her father_1
himself_2
he_7
He_2
him_4
His_1
I_12
you_6
papa_4
my_1
My_1
your_2
You_2
me_1
",65.0,,,0.8
158_emma_brat_0,1,c,,314,54,61,PRON,PER,309.0,4.0,3.0,PRON,,,,,,0.0,0.5,0.5,0.0,0.0,0.0,,,,,,,6.0,0.0,,,,0.3333333333333333,0.5,0.16666666666666666,,,,5.438091278076172,,,,1.3509588029176451,0.7917281985282898,you,"a visitor_1
Mr. Knightley_2
He_2
his_1
",9.0,,,0.8
158_emma_brat_0,1,c,,315,54,61,PROP,PER,314.0,0.0,0.0,PRON,,,,,,0.0,0.0,0.5714285714285714,0.2857142857142857,0.0,0.14285714285714285,,,,,,,7.0,0.0,,,,0.2857142857142857,0.5714285714285714,0.14285714285714285,,,,6.117761135101318,,,,1.0492850915923984,0.8460981249809265,Mr. Knightley,"a visitor_1
Mr. Knightley_2
He_2
his_1
you_1
",9.0,,,0.8
158_emma_brat_0,1,c,,316,24,61,PRON,PER,284.0,31.0,16.0,PRON,,,,,,0.7777777777777778,0.2222222222222222,0.0,0.0,0.0,0.0,,,,,,,18.0,4.0,,,,0.0,1.0,0.0,,,,4.636652946472168,,,,0.791099129212076,0.847256600856781,us,"them_3
their_1
us_4
we_5
We_4
our_1
",19.0,,,0.8
158_emma_brat_0,1,c,,317,5,61,PRON,PER,313.0,3.0,2.0,PROP,,,,,,0.234375,0.53125,0.234375,0.0,0.0,0.0,,,,,,,64.0,1.0,,,,0.0625,0.765625,0.171875,,,,6.111161708831787,,,,0.7411625461461994,0.8978466391563416,I,"a most affectionate , indulgent father_1
his_8
Mr. Woodhouse_4
her father_5
Her father_1
himself_2
he_7
He_2
him_4
His_1
I_12
you_6
papa_4
my_1
My_1
your_2
You_2
me_1
",65.0,,,0.9
158_emma_brat_0,1,c,,318,54,61,PRON,PER,315.0,2.0,2.0,PROP,,,,,,0.125,0.375,0.5,0.0,0.0,0.0,,,,,,,8.0,0.0,,,,0.375,0.5,0.125,,,,4.919345378875732,,,,1.5952242394690765,0.7455810308456421,you,"a visitor_1
Mr. Knightley_3
He_2
his_1
you_1
",9.0,,,0.7
44_the_song_of_the_lark_brat_0,1,o,,0,0,0,NOM,PER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FRIENDS OF CHILDHOOD,,,,,
44_the_song_of_the_lark_brat_0,1,o,,1,1,1,PROP,PER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1235375076911287,0.9731718301773071,Dr. Howard Archie,,,,,1.0
44_the_song_of_the_lark_brat_0,1,o,,2,2,2,NOM,PER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15162669396555908,0.9704793691635132,the Jewish clothier,,,,,1.0
44_the_song_of_the_lark_brat_0,1,o,,3,3,3,NOM,PER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12978228189947236,0.9776653051376343,two traveling men who happened to be staying overnight in Moonstone,,,,,1.0
44_the_song_of_the_lark_brat_0,1,o,,4,4,4,PROP,GPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3171590766808197,0.9382598400115967,Moonstone,,,,,0.9
44_the_song_of_the_lark_brat_0,1,c,,5,1,5,PRON,PER,1.0,3.0,3.0,PROP,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,1.0,0.0,,,,1.0,0.0,0.0,,,,3.9084036350250244,,,,0.33108202800729125,0.9376457333564758,His,"Dr. Howard Archie_1
",110.0,,,0.9
44_the_song_of_the_lark_brat_0,1,o,,6,5,5,NOM,FAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25859939819671324,0.9540387392044067,His offices,,,,,1.0
44_the_song_of_the_lark_brat_0,1,o,,7,6,6,NOM,PER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3441934598803583,0.9373527765274048,the Duke Block,,,,,0.9
44_the_song_of_the_lark_brat_0,1,o,,8,7,7,NOM,FAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.30512243138726625,0.9477264285087585,the drug store,,,,,0.9
44_the_song_of_the_lark_brat_0,1,o,,9,8,8,PROP,PER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4733794798108478,0.912996768951416,Larry,,,,,0.9
44_the_song_of_the_lark_brat_0,1,o,,10,9,9,NOM,PER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5046495590161549,0.9039562344551086,the doctor 's man,,,,,0.9
44_the_song_of_the_lark_brat_0,1,o,,11,10,10,NOM,FAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5916324768404475,0.8910720348358154,the waiting-room,,,,,0.9
44_the_song_of_the_lark_brat_0,1,o,,12,11,11,NOM,FAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5068289613860736,0.9118984937667847,the study,,,,,0.9
44_the_song_of_the_lark_brat_0,1,c,,13,11,12,NOM,FAC,12.0,0.0,0.0,NOM,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,1.0,0.0,,,,0.0,0.0,1.0,,,,5.743788242340088,,,,0.3335179078310046,0.9478843808174133,the study,"the study_1
",4.0,,,0.9
44_the_song_of_the_lark_brat_0,1,c,,14,1,12,PRON,PER,5.0,8.0,7.0,PRON,,,,,,0.5,0.0,0.5,0.0,0.0,0.0,,,,,,,2.0,0.0,,,,0.5,0.5,0.0,,,,3.4393742084503174,,,,0.8422654146732714,0.8361847400665283,he,"Dr. Howard Archie_1
His_1
",110.0,,,0.8
44_the_song_of_the_lark_brat_0,1,c,,15,1,12,NOM,PER,14.0,0.0,0.0,PRON,,,,,,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,,,,,,,3.0,0.0,,,,0.3333333333333333,0.6666666666666666,0.0,,,,4.26578426361084,,,,0.6383628365234286,0.8856936097145081,the doctor,"Dr. Howard Archie_1
His_1
he_1
",110.0,,,0.9
44_the_song_of_the_lark_brat_0,1,c,,16,1,12,PRON,PER,15.0,0.0,0.0,NOM,,,,,,0.5,0.0,0.5,0.0,0.0,0.0,,,,,,,4.0,0.0,,,,0.25,0.5,0.25,,,,4.860896110534668,,,,0.4385965720410736,0.9277698993682861,his,"Dr. Howard Archie_1
His_1
he_1
the doctor_1
",110.0,,,0.9
44_the_song_of_the_lark_brat_0,1,o,,17,12,12,NOM,FAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3487928336588568,0.9406121969223022,his little operating-room,,,,,0.9
44_the_song_of_the_lark_brat_0,1,c,,18,10,13,NOM,FAC,11.0,6.0,3.0,NOM,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,1.0,0.0,,,,0.0,0.0,1.0,,,,4.503941535949707,,,,0.5378768984049437,0.9013091921806335,The waiting room,"the waiting-room_1
",3.0,,,0.9
44_the_song_of_the_lark_brat_0,1,o,,19,13,13,NOM,FAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32896109318178984,0.9490615725517273,a country parlor,,,,,0.9
44_the_song_of_the_lark_brat_0,1,c,,20,11,14,NOM,FAC,13.0,6.0,4.0,NOM,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,2.0,0.0,,,,0.0,0.0,1.0,,,,5.960629940032959,,,,0.3112186476145616,0.9532638192176819,The study,"the study_2
",4.0,,,1.0
44_the_song_of_the_lark_brat_0,1,c,,21,11,14,PRON,FAC,20.0,0.0,0.0,NOM,,,,,,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,3.0,0.0,,,,0.0,0.0,1.0,,,,5.375094413757324,,,,0.3962667958841483,0.9378520250320435,it,"the study_2
The study_1
",4.0,,,0.9
44_the_song_of_the_lark_brat_0,1,c,,22,1,14,NOM,PER,16.0,5.0,4.0,PRON,,,,,,0.0,0.0,0.6,0.2,0.0,0.2,,,,,,,5.0,0.0,,,,0.2,0.6,0.2,,,,5.058657646179199,,,,0.401597526202186,0.9368447065353394,The doctor,"Dr. Howard Archie_1
His_1
he_1
the doctor_1
his_1
",110.0,,,0.9
44_the_song_of_the_lark_brat_0,1,o,,23,14,14,NOM,PER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2765051340445065,0.9592111110687256,the doctor in New England villages,,,,,1.0
44_the_song_of_the_lark_brat_0,1,o,,24,15,15,PROP,LOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.48676735736128596,0.9214085936546326,New England,,,,,0.9
44_the_song_of_the_lark_brat_0,1,o,,25,16,16,NOM,GPE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3360437578993303,0.9500947594642639,New England villages,,,,,1.0
44_the_song_of_the_lark_brat_0,1,o,,26,17,17,NOM,PER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3612916797407355,0.9452491402626038,the doctor in small Colorado towns,,,,,0.9
